folio,fecha,producto_id,cantidad,precio_unitario,canal
DP-260823-1813,2026-08-23,7,2,70.70,Tienda
DP-260823-9649,2026-08-23,13,2,76.20,WhatsApp
DP-260823-9649,2026-08-23,4,3,80.80,WhatsApp
DP-260823-9649,2026-08-23,6,3,86.00,WhatsApp
DP-260823-5050,2026-08-23,5,3,72.30,Tienda
DP-260823-5050,2026-08-23,13,1,76.20,Tienda
DP-260823-5050,2026-08-23,12,2,76.20,Tienda
DP-260823-4248,2026-08-23,8,3,70.70,WhatsApp
DP-260823-4066,2026-08-23,12,2,76.20,Tienda
DP-260823-2840,2026-08-23,3,2,80.80,WhatsApp
DP-260823-5611,2026-08-23,8,1,70.70,Tienda
DP-260823-5611,2026-08-23,11,1,76.20,Tienda
DP-260823-4641,2026-08-23,13,2,76.20,WhatsApp
DP-260823-4641,2026-08-23,10,3,76.20,WhatsApp
DP-260823-5750,2026-08-23,13,1,76.20,Tienda
DP-260823-5750,2026-08-23,11,2,76.20,Tienda
DP-260823-5750,2026-08-23,8,3,70.70,Tienda
DP-260823-5195,2026-08-23,13,1,76.20,WhatsApp
DP-260823-5195,2026-08-23,1,3,86.00,WhatsApp
DP-260823-7109,2026-08-23,13,2,76.20,WhatsApp
DP-260824-8679,2026-08-24,3,3,80.80,WhatsApp
DP-260824-8679,2026-08-24,7,2,70.70,WhatsApp
DP-260824-8679,2026-08-24,6,3,86.00,WhatsApp
DP-260824-6393,2026-08-24,4,1,80.80,WhatsApp
DP-260824-6393,2026-08-24,6,3,86.00,WhatsApp
DP-260824-6393,2026-08-24,10,2,76.20,WhatsApp
DP-260824-6393,2026-08-24,5,2,72.30,WhatsApp
DP-260824-4975,2026-08-24,3,1,80.80,WhatsApp
DP-260824-4975,2026-08-24,4,3,80.80,WhatsApp
DP-260824-4962,2026-08-24,8,2,70.70,Tienda
DP-260824-4962,2026-08-24,1,1,86.00,Tienda
DP-260824-4965,2026-08-24,5,1,72.30,WhatsApp
DP-260824-1558,2026-08-24,2,1,86.00,WhatsApp
DP-260824-1558,2026-08-24,4,2,80.80,WhatsApp
DP-260824-7504,2026-08-24,12,3,76.20,WhatsApp
DP-260824-7504,2026-08-24,4,2,80.80,WhatsApp
DP-260824-7504,2026-08-24,2,3,86.00,WhatsApp
DP-260825-7381,2026-08-25,7,2,70.70,WhatsApp
DP-260825-7381,2026-08-25,11,3,76.20,WhatsApp
DP-260825-7381,2026-08-25,10,1,76.20,WhatsApp
DP-260825-7381,2026-08-25,13,2,76.20,WhatsApp
DP-260825-3013,2026-08-25,6,1,86.00,Tienda
DP-260825-3013,2026-08-25,9,2,80.80,Tienda
DP-260825-3013,2026-08-25,10,1,76.20,Tienda
DP-260825-9619,2026-08-25,4,1,80.80,WhatsApp
DP-260825-9619,2026-08-25,2,3,86.00,WhatsApp
DP-260825-9619,2026-08-25,5,1,72.30,WhatsApp
DP-260825-8248,2026-08-25,3,1,80.80,WhatsApp
DP-260826-7751,2026-08-26,1,2,86.00,WhatsApp
DP-260826-1592,2026-08-26,6,1,86.00,Tienda
DP-260826-1754,2026-08-26,1,1,86.00,WhatsApp
DP-260826-8853,2026-08-26,2,3,86.00,WhatsApp
DP-260826-3228,2026-08-26,2,2,86.00,Tienda
DP-260826-1659,2026-08-26,1,2,86.00,WhatsApp
DP-260826-1659,2026-08-26,2,2,86.00,WhatsApp
DP-260826-8085,2026-08-26,3,3,80.80,WhatsApp
DP-260826-8085,2026-08-26,13,3,76.20,WhatsApp
DP-260826-8085,2026-08-26,10,2,76.20,WhatsApp
DP-260826-3641,2026-08-26,4,3,80.80,WhatsApp
DP-260827-5300,2026-08-27,7,1,70.70,WhatsApp
DP-260827-5300,2026-08-27,10,1,76.20,WhatsApp
DP-260827-5300,2026-08-27,13,1,76.20,WhatsApp
DP-260827-9810,2026-08-27,7,3,70.70,Tienda
DP-260827-9810,2026-08-27,13,3,76.20,Tienda
DP-260827-5780,2026-08-27,11,3,76.20,WhatsApp
DP-260827-5780,2026-08-27,5,3,72.30,WhatsApp
DP-260827-5780,2026-08-27,2,2,86.00,WhatsApp
DP-260827-5780,2026-08-27,3,3,80.80,WhatsApp
DP-260827-4372,2026-08-27,13,3,76.20,WhatsApp
DP-260827-2780,2026-08-27,13,1,76.20,WhatsApp
DP-260827-2780,2026-08-27,8,2,70.70,WhatsApp
DP-260827-2780,2026-08-27,1,3,86.00,WhatsApp
DP-260827-1891,2026-08-27,3,1,80.80,WhatsApp
DP-260827-1891,2026-08-27,12,3,76.20,WhatsApp
DP-260827-9495,2026-08-27,12,2,76.20,Tienda
DP-260827-9495,2026-08-27,4,2,80.80,Tienda
DP-260827-9495,2026-08-27,13,3,76.20,Tienda
DP-260828-8690,2026-08-28,8,2,70.70,Tienda
DP-260828-8690,2026-08-28,3,3,80.80,Tienda
DP-260828-8690,2026-08-28,4,2,80.80,Tienda
DP-260828-1293,2026-08-28,7,2,70.70,WhatsApp
DP-260828-1293,2026-08-28,11,2,76.20,WhatsApp
DP-260828-1293,2026-08-28,13,3,76.20,WhatsApp
DP-260828-1778,2026-08-28,4,3,80.80,WhatsApp
DP-260828-1778,2026-08-28,6,3,86.00,WhatsApp
DP-260828-1778,2026-08-28,13,2,76.20,WhatsApp
DP-260828-8059,2026-08-28,2,1,86.00,WhatsApp
DP-260829-9745,2026-08-29,7,2,70.70,Tienda
DP-260829-9745,2026-08-29,5,1,72.30,Tienda
DP-260829-9745,2026-08-29,4,2,80.80,Tienda
DP-260829-2212,2026-08-29,7,3,70.70,WhatsApp
DP-260829-2212,2026-08-29,4,1,80.80,WhatsApp
DP-260829-6483,2026-08-29,13,1,76.20,WhatsApp
DP-260829-6483,2026-08-29,10,3,76.20,WhatsApp
DP-260829-3408,2026-08-29,5,1,72.30,Tienda
DP-260829-3408,2026-08-29,6,3,86.00,Tienda
DP-260829-9120,2026-08-29,10,2,76.20,WhatsApp
DP-260829-9120,2026-08-29,3,1,80.80,WhatsApp
DP-260829-1004,2026-08-29,6,1,86.00,WhatsApp
DP-260829-1004,2026-08-29,10,1,76.20,WhatsApp
DP-260829-1004,2026-08-29,3,2,80.80,WhatsApp
DP-260829-4459,2026-08-29,4,3,80.80,WhatsApp
DP-260829-7112,2026-08-29,5,1,72.30,WhatsApp
DP-260829-7112,2026-08-29,13,1,76.20,WhatsApp
DP-260829-7112,2026-08-29,9,2,80.80,WhatsApp
DP-260830-3123,2026-08-30,7,2,70.70,Tienda
DP-260830-3123,2026-08-30,8,3,70.70,Tienda
DP-260830-3123,2026-08-30,5,1,72.30,Tienda
DP-260830-3219,2026-08-30,8,2,70.70,WhatsApp
DP-260830-3219,2026-08-30,9,3,80.80,WhatsApp
DP-260830-3219,2026-08-30,5,1,72.30,WhatsApp
DP-260830-8970,2026-08-30,13,3,76.20,WhatsApp
DP-260830-8970,2026-08-30,2,3,86.00,WhatsApp
DP-260830-8970,2026-08-30,8,3,70.70,WhatsApp
DP-260830-4790,2026-08-30,5,1,72.30,WhatsApp
DP-260830-4790,2026-08-30,10,2,76.20,WhatsApp
DP-260830-4790,2026-08-30,12,2,76.20,WhatsApp
DP-260830-9502,2026-08-30,2,1,86.00,WhatsApp
DP-260830-9502,2026-08-30,7,2,70.70,WhatsApp
DP-260830-9502,2026-08-30,9,1,80.80,WhatsApp
DP-260830-7088,2026-08-30,6,1,86.00,WhatsApp
DP-260830-7088,2026-08-30,13,2,76.20,WhatsApp
DP-260830-7088,2026-08-30,1,3,86.00,WhatsApp
DP-260830-5648,2026-08-30,1,1,86.00,WhatsApp
DP-260831-5919,2026-08-31,1,2,86.00,WhatsApp
DP-260831-2335,2026-08-31,4,1,80.80,Tienda
DP-260831-9305,2026-08-31,3,3,80.80,Tienda
DP-260831-9305,2026-08-31,4,2,80.80,Tienda
DP-260831-9948,2026-08-31,13,2,76.20,WhatsApp
DP-260831-9948,2026-08-31,3,1,80.80,WhatsApp
DP-260831-9948,2026-08-31,8,3,70.70,WhatsApp
DP-260831-9948,2026-08-31,10,1,76.20,WhatsApp
DP-260901-1817,2026-09-01,10,1,76.20,WhatsApp
DP-260901-1817,2026-09-01,2,3,86.00,WhatsApp
DP-260901-1817,2026-09-01,13,1,76.20,WhatsApp
DP-260901-3614,2026-09-01,12,1,76.20,WhatsApp
DP-260901-3614,2026-09-01,1,1,86.00,WhatsApp
DP-260901-3614,2026-09-01,9,2,80.80,WhatsApp
DP-260901-2037,2026-09-01,12,2,76.20,WhatsApp
DP-260901-2037,2026-09-01,4,2,80.80,WhatsApp
DP-260901-2037,2026-09-01,7,3,70.70,WhatsApp
DP-260901-1791,2026-09-01,3,2,80.80,WhatsApp
DP-260901-1791,2026-09-01,1,1,86.00,WhatsApp
DP-260901-9329,2026-09-01,2,2,86.00,WhatsApp
DP-260901-9329,2026-09-01,6,3,86.00,WhatsApp
DP-260901-9329,2026-09-01,10,2,76.20,WhatsApp
DP-260901-9329,2026-09-01,3,1,80.80,WhatsApp
DP-260901-4483,2026-09-01,1,3,86.00,WhatsApp
DP-260901-4483,2026-09-01,3,3,80.80,WhatsApp
DP-260901-4483,2026-09-01,4,2,80.80,WhatsApp
DP-260901-4483,2026-09-01,8,1,70.70,WhatsApp
DP-260901-8948,2026-09-01,4,1,80.80,WhatsApp
DP-260902-6755,2026-09-02,3,1,80.80,WhatsApp
DP-260902-6755,2026-09-02,9,2,80.80,WhatsApp
DP-260902-7098,2026-09-02,7,2,70.70,WhatsApp
DP-260902-1034,2026-09-02,7,3,70.70,Tienda
DP-260902-1034,2026-09-02,13,1,76.20,Tienda
DP-260903-1425,2026-09-03,5,1,72.30,WhatsApp
DP-260903-1632,2026-09-03,3,3,80.80,WhatsApp
DP-260904-4773,2026-09-04,2,1,86.00,Tienda
DP-260904-4773,2026-09-04,10,2,76.20,Tienda
DP-260904-4773,2026-09-04,3,2,80.80,Tienda
DP-260904-4330,2026-09-04,13,1,76.20,Tienda
DP-260904-4702,2026-09-04,5,2,72.30,Tienda
DP-260904-4702,2026-09-04,4,1,80.80,Tienda
DP-260904-9449,2026-09-04,8,1,70.70,WhatsApp
DP-260904-4564,2026-09-04,7,3,70.70,WhatsApp
DP-260904-4564,2026-09-04,13,1,76.20,WhatsApp
DP-260904-4564,2026-09-04,4,1,80.80,WhatsApp
DP-260904-9926,2026-09-04,3,1,80.80,WhatsApp
DP-260904-9926,2026-09-04,1,1,86.00,WhatsApp
DP-260830-8970X,2026-08-30,13,3,pendiente,WhatsApp
DP-260905-8818,2026-09-05,9,1,80.80,Tienda
DP-260905-6347,2026-09-05,12,3,76.20,WhatsApp
DP-260905-6347,2026-09-05,10,1,76.20,WhatsApp
DP-260905-4300,2026-09-05,3,2,80.80,WhatsApp
DP-260905-8917,2026-09-05,1,2,86.00,WhatsApp
DP-260905-8917,2026-09-05,3,1,80.80,WhatsApp
DP-260905-9509,2026-09-05,4,3,80.80,WhatsApp
DP-260905-9509,2026-09-05,1,1,86.00,WhatsApp
DP-260905-9509,2026-09-05,11,3,76.20,WhatsApp
DP-260905-7467,2026-09-05,5,2,72.30,WhatsApp
DP-260905-7467,2026-09-05,12,2,76.20,WhatsApp
DP-260905-7467,2026-09-05,4,2,80.80,WhatsApp
DP-260905-7467,2026-09-05,6,1,86.00,WhatsApp
DP-260905-3130,2026-09-05,4,2,80.80,WhatsApp
DP-260905-3130,2026-09-05,2,1,86.00,WhatsApp
DP-260905-3130,2026-09-05,10,1,76.20,WhatsApp
DP-260905-3130,2026-09-05,9,2,80.80,WhatsApp
DP-260906-9858,2026-09-06,1,2,86.00,WhatsApp
DP-260906-6413,2026-09-06,5,3,72.30,WhatsApp
DP-260906-6413,2026-09-06,4,3,80.80,WhatsApp
DP-260906-6413,2026-09-06,3,1,80.80,WhatsApp
DP-260906-6370,2026-09-06,7,2,70.70,WhatsApp
DP-260906-6370,2026-09-06,8,3,70.70,WhatsApp
DP-260906-6370,2026-09-06,10,3,76.20,WhatsApp
DP-260906-6370,2026-09-06,12,3,76.20,WhatsApp
DP-260906-7830,2026-09-06,8,3,70.70,Tienda
DP-260906-2339,2026-09-06,8,1,70.70,Tienda
DP-260906-2339,2026-09-06,4,2,80.80,Tienda
DP-260906-3734,2026-09-06,6,1,86.00,Tienda
DP-260906-5902,2026-09-06,4,2,80.80,WhatsApp
DP-260906-5902,2026-09-06,7,3,70.70,WhatsApp
DP-260906-2836,2026-09-06,13,2,76.20,WhatsApp
DP-260906-2836,2026-09-06,1,3,86.00,WhatsApp
DP-260907-5868,2026-09-07,8,2,70.70,WhatsApp
DP-260907-5868,2026-09-07,5,1,72.30,WhatsApp
DP-260907-4490,2026-09-07,8,2,70.70,WhatsApp
DP-260907-1081,2026-09-07,4,2,80.80,WhatsApp
DP-260907-1081,2026-09-07,5,3,72.30,WhatsApp
DP-260907-8395,2026-09-07,2,2,86.00,Tienda
DP-260907-8395,2026-09-07,7,1,70.70,Tienda
DP-260907-8395,2026-09-07,10,2,76.20,Tienda
DP-260907-8395,2026-09-07,8,3,70.70,Tienda
DP-260907-2067,2026-09-07,8,3,70.70,WhatsApp
DP-260907-4059,2026-09-07,5,3,72.30,WhatsApp
DP-260907-4059,2026-09-07,8,2,70.70,WhatsApp
DP-260907-4059,2026-09-07,3,2,80.80,WhatsApp
DP-260907-4059,2026-09-07,6,3,86.00,WhatsApp
DP-260908-3132,2026-09-08,3,1,80.80,Tienda
DP-260908-3132,2026-09-08,4,2,80.80,Tienda
DP-260908-3132,2026-09-08,5,1,72.30,Tienda
DP-260908-3132,2026-09-08,1,2,86.00,Tienda
DP-260908-3388,2026-09-08,13,2,76.20,Tienda
DP-260908-5272,2026-09-08,2,2,86.00,WhatsApp
DP-260908-5272,2026-09-08,8,1,70.70,WhatsApp
DP-260908-5272,2026-09-08,4,1,80.80,WhatsApp
DP-260908-5855,2026-09-08,8,3,70.70,WhatsApp
DP-260908-8611,2026-09-08,12,1,76.20,WhatsApp
DP-260908-8354,2026-09-08,5,2,72.30,WhatsApp
DP-260908-8354,2026-09-08,12,1,76.20,WhatsApp
DP-260908-8354,2026-09-08,11,1,76.20,WhatsApp
DP-260908-8354,2026-09-08,4,1,80.80,WhatsApp
DP-260908-2722,2026-09-08,11,1,76.20,WhatsApp
DP-260908-2722,2026-09-08,3,3,80.80,WhatsApp
DP-260908-8020,2026-09-08,8,3,70.70,Tienda
DP-260908-8020,2026-09-08,4,2,80.80,Tienda
DP-260908-8020,2026-09-08,2,3,86.00,Tienda
DP-260909-3218,2026-09-09,7,2,70.70,WhatsApp
DP-260909-1345,2026-09-09,11,1,76.20,WhatsApp
DP-260909-1345,2026-09-09,10,3,76.20,WhatsApp
DP-260910-6696,2026-09-10,12,3,76.20,WhatsApp
DP-260910-6696,2026-09-10,10,2,76.20,WhatsApp
DP-260910-6696,2026-09-10,2,1,86.00,WhatsApp
DP-260910-6036,2026-09-10,10,2,76.20,WhatsApp
DP-260910-6036,2026-09-10,4,1,80.80,WhatsApp
DP-260910-6036,2026-09-10,8,1,70.70,WhatsApp
DP-260910-3499,2026-09-10,5,2,72.30,WhatsApp
DP-260910-3499,2026-09-10,4,2,80.80,WhatsApp
DP-260910-3499,2026-09-10,2,3,86.00,WhatsApp
DP-260910-3499,2026-09-10,13,3,76.20,WhatsApp
DP-260910-6275,2026-09-10,13,2,76.20,WhatsApp
DP-260910-6275,2026-09-10,4,1,80.80,WhatsApp
DP-260910-6275,2026-09-10,8,1,70.70,WhatsApp
DP-260910-7348,2026-09-10,13,1,76.20,Tienda
DP-260910-7348,2026-09-10,8,2,70.70,Tienda
DP-260910-3300,2026-09-10,8,1,70.70,WhatsApp
DP-260910-3300,2026-09-10,12,3,76.20,WhatsApp
DP-260910-3300,2026-09-10,13,1,76.20,WhatsApp
DP-260910-3300,2026-09-10,5,1,72.30,WhatsApp
DP-260910-9461,2026-09-10,6,3,86.00,Tienda
DP-260910-6771,2026-09-10,10,1,76.20,Tienda
DP-260910-6771,2026-09-10,6,3,86.00,Tienda
DP-260911-5304,2026-09-11,7,3,70.70,WhatsApp
DP-260911-5304,2026-09-11,10,1,76.20,WhatsApp
DP-260911-5239,2026-09-11,2,1,86.00,Tienda
DP-260911-9797,2026-09-11,7,2,70.70,Tienda
DP-260911-9797,2026-09-11,8,1,70.70,Tienda
DP-260911-8349,2026-09-11,7,2,70.70,Tienda
DP-260911-8349,2026-09-11,12,1,76.20,Tienda
DP-260912-7418,2026-09-12,1,3,86.00,Tienda
DP-260912-7418,2026-09-12,8,3,70.70,Tienda
DP-260912-8017,2026-09-12,6,1,86.00,Tienda
DP-260912-8017,2026-09-12,5,3,72.30,Tienda
DP-260912-7822,2026-09-12,4,3,80.80,WhatsApp
DP-260912-7822,2026-09-12,1,1,86.00,WhatsApp
DP-260912-6331,2026-09-12,13,1,76.20,WhatsApp
DP-260912-3314,2026-09-12,8,3,70.70,WhatsApp
DP-260912-3314,2026-09-12,6,3,86.00,WhatsApp
DP-260912-3314,2026-09-12,5,2,72.30,WhatsApp
DP-260912-8509,2026-09-12,2,2,86.00,WhatsApp
DP-260912-8509,2026-09-12,11,3,76.20,WhatsApp
DP-260912-8509,2026-09-12,13,3,76.20,WhatsApp
DP-260912-8509,2026-09-12,3,2,80.80,WhatsApp
DP-260912-2407,2026-09-12,3,2,80.80,WhatsApp
DP-260912-2407,2026-09-12,13,3,76.20,WhatsApp
DP-260913-5197,2026-09-13,5,1,72.30,WhatsApp
DP-260913-5197,2026-09-13,10,1,76.20,WhatsApp
DP-260913-7939,2026-09-13,7,3,70.70,Tienda
DP-260913-8235,2026-09-13,4,3,80.80,WhatsApp
DP-260913-6255,2026-09-13,3,2,80.80,WhatsApp
DP-260913-1925,2026-09-13,13,3,76.20,WhatsApp
DP-260913-1925,2026-09-13,12,3,76.20,WhatsApp
DP-260913-1925,2026-09-13,4,3,80.80,WhatsApp
